商品类别,商品品牌,商品名称,售价,售价来源平台,销售平台,好评率
服饰鞋包,ZARA,ZARA羽绒服Max 2025,3741.04,天猫,快手小店,95.4%
服饰鞋包,ZARA,ZARA羽绒服青春版,2378.69,苏宁易购,拼多多旗舰店,94.5%
服饰鞋包,ZARA,ZARA羽绒服青春版 2025,2571.53,淘宝,拼多多旗舰店,93.1%
服饰鞋包,ZARA,ZARA跑步鞋升级版,1156.17,拼多多,快手小店,91.2%
服饰鞋包,ZARA,ZARA跑步鞋升级版 2024,115.81,苏宁易购,京东自营,90.5%
服饰鞋包,ZARA,ZARA跑步鞋旗舰版 2024,2485.21,苏宁易购,拼多多旗舰店,92.7%
服饰鞋包,ZARA,ZARA运动鞋Pro 2025,2591.79,拼多多,淘宝店铺,92.7%
服饰鞋包,ZARA,ZARA运动鞋旗舰版 2025,2101.91,天猫,天猫旗舰店,94.5%
服饰鞋包,ZARA,ZARA运动鞋标准版,1399.76,淘宝,快手小店,93.1%
服饰鞋包,优衣库,优衣库T恤Max,1429.32,苏宁易购,天猫旗舰店,96.7%
服饰鞋包,优衣库,优衣库T恤Pro 2025,2246.67,淘宝,京东自营,98.0%
服饰鞋包,优衣库,优衣库T恤限量款,55.46,拼多多,京东自营,90.2%
服饰鞋包,优衣库,优衣库T恤青春版 2025,2612.47,淘宝,淘宝店铺,95.3%
服饰鞋包,优衣库,优衣库休闲鞋Max,3937.2,淘宝,拼多多旗舰店,99.1%
服饰鞋包,优衣库,优衣库休闲鞋升级版 2025,546.85,拼多多,拼多多旗舰店,95.2%
服饰鞋包,优衣库,优衣库休闲鞋标准版 2024,1508.94,苏宁易购,淘宝店铺,93.1%
服饰鞋包,优衣库,优衣库卫衣旗舰版,1541.53,淘宝,抖音商城,91.0%
服饰鞋包,优衣库,优衣库卫衣标准版 2025,2091.09,京东,京东自营,93.1%
服饰鞋包,优衣库,优衣库卫衣青春版,2028.8,天猫,拼多多旗舰店,93.9%
服饰鞋包,优衣库,优衣库双肩包Max 2025,420.36,淘宝,淘宝店铺,97.4%
服饰鞋包,优衣库,优衣库双肩包旗舰版 2024,3148.92,苏宁易购,抖音商城,93.0%
服饰鞋包,优衣库,优衣库双肩包标准版 2024,430.94,天猫,淘宝店铺,91.6%
服饰鞋包,优衣库,优衣库牛仔裤升级版 2025,2755.61,淘宝,天猫旗舰店,98.1%
服饰鞋包,优衣库,优衣库牛仔裤标准版,1708.22,苏宁易购,抖音商城,91.3%
服饰鞋包,优衣库,优衣库牛仔裤青春版 2024,3429.98,天猫,拼多多旗舰店,91.9%
服饰鞋包,优衣库,优衣库羽绒服Pro,2211.31,拼多多,抖音商城,92.3%
服饰鞋包,优衣库,优衣库羽绒服Pro 2024,767.3,拼多多,快手小店,94.2%
服饰鞋包,优衣库,优衣库羽绒服Pro 2024,3422.13,天猫,抖音商城,92.8%
服饰鞋包,优衣库,优衣库跑步鞋Max 2025,1173.63,天猫,天猫旗舰店,96.3%
服饰鞋包,优衣库,优衣库跑步鞋Pro 2025,2060.36,拼多多,京东自营,97.7%
服饰鞋包,优衣库,优衣库跑步鞋旗舰版 2024,1709.39,拼多多,京东自营,96.1%
服饰鞋包,优衣库,优衣库运动鞋升级版,2951.3,天猫,天猫旗舰店,98.6%
服饰鞋包,优衣库,优衣库运动鞋升级版,3350.89,京东,京东自营,93.5%
服饰鞋包,优衣库,优衣库运动鞋标准版 2025,3823.89,京东,抖音商城,94.9%
服饰鞋包,安踏,安踏T恤Max 2024,2084.36,淘宝,天猫旗舰店,90.1%
服饰鞋包,安踏,安踏T恤Max 2025,3452.61,淘宝,京东自营,94.8%
服饰鞋包,安踏,安踏T恤Max 2025,3162.08,天猫,淘宝店铺,92.2%
服饰鞋包,安踏,安踏休闲鞋升级版 2024,3705.41,京东,淘宝店铺,94.3%
服饰鞋包,安踏,安踏休闲鞋升级版 2024,355.96,拼多多,拼多多旗舰店,90.4%
服饰鞋包,安踏,安踏休闲鞋旗舰版 2025,245.13,京东,京东自营,93.9%
服饰鞋包,安踏,安踏卫衣升级版,3143.48,天猫,抖音商城,95.1%
服饰鞋包,安踏,安踏卫衣升级版 2025,1996.7,苏宁易购,淘宝店铺,90.1%
服饰鞋包,安踏,安踏卫衣青春版 2025,2102.18,苏宁易购,京东自营,97.0%
服饰鞋包,安踏,安踏双肩包Max,3038.59,拼多多,快手小店,99.5%
服饰鞋包,安踏,安踏双肩包标准版 2025,1204.24,苏宁易购,淘宝店铺,99.4%
服饰鞋包,安踏,安踏双肩包青春版 2025,1029.56,拼多多,抖音商城,94.4%
服饰鞋包,安踏,安踏牛仔裤Pro 2024,935.13,拼多多,拼多多旗舰店,99.5%
服饰鞋包,安踏,安踏牛仔裤青春版,1072.99,京东,抖音商城,94.0%
服饰鞋包,安踏,安踏牛仔裤青春版 2024,2914.51,苏宁易购,淘宝店铺,95.5%
服饰鞋包,安踏,安踏羽绒服升级版 2025,181.8,京东,天猫旗舰店,92.4%
服饰鞋包,安踏,安踏羽绒服标准版 2024,3126.5,拼多多,拼多多旗舰店,93.5%
服饰鞋包,安踏,安踏羽绒服青春版,2089.26,京东,京东自营,97.3%
服饰鞋包,安踏,安踏跑步鞋Pro,1618.77,淘宝,京东自营,97.4%
服饰鞋包,安踏,安踏跑步鞋升级版 2025,2744.1,拼多多,快手小店,99.0%
服饰鞋包,安踏,安踏跑步鞋青春版,1926.16,苏宁易购,淘宝店铺,93.5%
服饰鞋包,安踏,安踏运动鞋Pro 2025,1615.59,京东,快手小店,91.4%
服饰鞋包,安踏,安踏运动鞋升级版 2024,3140.11,京东,天猫旗舰店,99.4%
服饰鞋包,安踏,安踏运动鞋青春版 2024,3151.88,苏宁易购,快手小店,97.9%
服饰鞋包,李宁,李宁T恤Pro 2024,1473.59,苏宁易购,淘宝店铺,91.5%
服饰鞋包,李宁,李宁T恤青春版,2097.26,天猫,快手小店,93.7%
服饰鞋包,李宁,李宁T恤青春版 2025,1657.24,京东,抖音商城,91.9%
服饰鞋包,李宁,李宁休闲鞋升级版,697.71,苏宁易购,拼多多旗舰店,99.1%
服饰鞋包,李宁,李宁休闲鞋升级版 2025,3339.13,京东,天猫旗舰店,90.2%
服饰鞋包,李宁,李宁休闲鞋联名款,1996.21,淘宝,天猫旗舰店,93.9%
服饰鞋包,李宁,李宁休闲鞋青春版 2025,677.07,京东,抖音商城,96.2%
服饰鞋包,李宁,李宁卫衣升级版 2024,2440.84,拼多多,天猫旗舰店,94.7%
服饰鞋包,李宁,李宁卫衣升级版 2024,2418.32,天猫,抖音商城,97.9%
服饰鞋包,李宁,李宁卫衣青春版 2025,2563.99,淘宝,京东自营,98.7%
服饰鞋包,李宁,李宁双肩包Max,1046.89,京东,淘宝店铺,97.6%
服饰鞋包,李宁,李宁双肩包Max 2024,3503.3,拼多多,天猫旗舰店,96.9%
服饰鞋包,李宁,李宁双肩包Max 2024,1427.05,苏宁易购,京东自营,98.0%
服饰鞋包,李宁,李宁牛仔裤青春版,741.59,苏宁易购,京东自营,98.9%
服饰鞋包,李宁,李宁牛仔裤青春版,3591.0,拼多多,抖音商城,97.7%
服饰鞋包,李宁,李宁牛仔裤青春版 2025,3018.44,天猫,抖音商城,90.9%
服饰鞋包,李宁,李宁羽绒服旗舰版 2025,1086.5,淘宝,拼多多旗舰店,97.2%
服饰鞋包,李宁,李宁羽绒服标准版,2108.94,拼多多,天猫旗舰店,99.0%
服饰鞋包,李宁,李宁羽绒服青春版 2025,311.62,天猫,京东自营,93.7%
服饰鞋包,李宁,李宁跑步鞋Max,1675.38,拼多多,天猫旗舰店,97.8%
服饰鞋包,李宁,李宁跑步鞋Pro 2025,1716.3,淘宝,快手小店,93.6%
服饰鞋包,李宁,李宁跑步鞋Pro 2025,2236.45,淘宝,抖音商城,92.5%
服饰鞋包,李宁,李宁运动鞋旗舰版,1945.81,天猫,抖音商城,94.7%
服饰鞋包,李宁,李宁运动鞋青春版 2025,1151.01,天猫,淘宝店铺,91.5%
服饰鞋包,李宁,李宁运动鞋青春版 2025,3274.14,拼多多,淘宝店铺,96.5%
母婴用品,Babycare,Babycare儿童安全座椅升级版,3734.46,拼多多,拼多多旗舰店,97.6%
母婴用品,Babycare,Babycare儿童安全座椅旗舰版 2025,4046.15,拼多多,抖音商城,98.4%
母婴用品,Babycare,Babycare儿童安全座椅旗舰版 2025,310.63,拼多多,天猫旗舰店,92.0%
母婴用品,Babycare,Babycare奶瓶旗舰版,4345.4,天猫,京东自营,91.1%
母婴用品,Babycare,Babycare奶瓶青春版 2024,198.4,拼多多,抖音商城,96.5%
母婴用品,Babycare,Babycare奶瓶青春版 2024,1341.63,苏宁易购,京东自营,96.9%
母婴用品,Babycare,Babycare婴儿床Pro 2025,2582.15,苏宁易购,天猫旗舰店,96.6%
母婴用品,Babycare,Babycare婴儿床升级版 2025,4810.08,拼多多,淘宝店铺,97.3%
母婴用品,Babycare,Babycare婴儿床标准版 2025,3519.51,苏宁易购,拼多多旗舰店,98.5%
母婴用品,Babycare,Babycare婴儿床联名款,1108.58,淘宝,拼多多旗舰店,92.0%
母婴用品,Babycare,Babycare婴儿床联名款,4465.56,淘宝,抖音商城,93.1%
母婴用品,Babycare,Babycare婴儿湿巾Pro,3078.15,拼多多,天猫旗舰店,93.6%
母婴用品,Babycare,Babycare婴儿湿巾Pro 2024,2856.35,京东,拼多多旗舰店,93.2%
母婴用品,Babycare,Babycare婴儿湿巾标准版 2025,3378.78,苏宁易购,快手小店,93.3%
母婴用品,Babycare,Babycare婴儿车Max 2025,4237.66,苏宁易购,天猫旗舰店,97.8%
母婴用品,Babycare,Babycare婴儿车Pro 2024,249.04,拼多多,天猫旗舰店,99.9%
母婴用品,Babycare,Babycare婴儿车青春版 2025,4789.25,苏宁易购,京东自营,97.1%
母婴用品,Babycare,Babycare婴幼儿奶粉Max 2024,2815.97,京东,拼多多旗舰店,91.5%
母婴用品,Babycare,Babycare婴幼儿奶粉Pro,152.37,淘宝,淘宝店铺,90.4%
母婴用品,Babycare,Babycare婴幼儿奶粉Pro 2024,2959.54,淘宝,淘宝店铺,93.7%
母婴用品,Babycare,Babycare学步车Max,1744.07,淘宝,抖音商城,90.8%
母婴用品,Babycare,Babycare学步车Pro 2024,3320.66,拼多多,拼多多旗舰店,93.1%
母婴用品,Babycare,Babycare学步车青春版 2024,1375.27,苏宁易购,拼多多旗舰店,95.6%
母婴用品,Babycare,Babycare纸尿裤旗舰版,1246.85,苏宁易购,京东自营,96.4%
母婴用品,Babycare,Babycare纸尿裤旗舰版 2025,146.15,淘宝,拼多多旗舰店,98.8%
母婴用品,Babycare,Babycare纸尿裤标准版 2024,1733.23,淘宝,京东自营,93.5%
母婴用品,君乐宝,君乐宝儿童安全座椅旗舰版,4302.73,淘宝,抖音商城,90.7%
母婴用品,君乐宝,君乐宝儿童安全座椅标准版 2024,2135.97,苏宁易购,抖音商城,92.7%
母婴用品,君乐宝,君乐宝儿童安全座椅青春版,3940.22,淘宝,快手小店,90.8%
母婴用品,君乐宝,君乐宝奶瓶Pro,172.06,淘宝,天猫旗舰店,95.6%
母婴用品,君乐宝,君乐宝奶瓶升级版 2024,3601.75,淘宝,天猫旗舰店,96.3%
母婴用品,君乐宝,君乐宝奶瓶标准版 2024,2298.93,淘宝,天猫旗舰店,91.7%
母婴用品,君乐宝,君乐宝婴儿床Max,3951.03,拼多多,快手小店,93.7%
母婴用品,君乐宝,君乐宝婴儿床Max 2025,1532.22,苏宁易购,快手小店,97.0%
母婴用品,君乐宝,君乐宝婴儿床青春版,4881.41,天猫,快手小店,94.6%
母婴用品,君乐宝,君乐宝婴儿湿巾Pro 2025,793.9,苏宁易购,天猫旗舰店,97.9%
母婴用品,君乐宝,君乐宝婴儿湿巾升级版 2025,2373.29,京东,快手小店,94.6%
母婴用品,君乐宝,君乐宝婴儿湿巾青春版 2025,4275.91,苏宁易购,拼多多旗舰店,90.9%
母婴用品,君乐宝,君乐宝婴儿车Max 2025,4363.65,拼多多,抖音商城,92.5%
母婴用品,君乐宝,君乐宝婴儿车升级版 2025,4730.96,京东,拼多多旗舰店,99.0%
母婴用品,君乐宝,君乐宝婴儿车标准版,4955.48,苏宁易购,京东自营,97.3%
母婴用品,君乐宝,君乐宝婴幼儿奶粉Max 2025,590.82,拼多多,抖音商城,98.9%
母婴用品,君乐宝,君乐宝婴幼儿奶粉标准版 2025,273.6,天猫,京东自营,95.3%
母婴用品,君乐宝,君乐宝婴幼儿奶粉青春版 2024,2101.88,淘宝,天猫旗舰店,97.4%
母婴用品,君乐宝,君乐宝学步车Max,426.38,拼多多,天猫旗舰店,97.5%
母婴用品,君乐宝,君乐宝学步车Max 2025,1978.47,京东,拼多多旗舰店,98.0%
母婴用品,君乐宝,君乐宝学步车升级版 2024,1487.11,京东,京东自营,96.4%
母婴用品,君乐宝,君乐宝纸尿裤Max,378.69,京东,拼多多旗舰店,95.8%
母婴用品,君乐宝,君乐宝纸尿裤升级版,4639.37,拼多多,淘宝店铺,94.5%
母婴用品,君乐宝,君乐宝纸尿裤标准版 2024,1147.95,拼多多,天猫旗舰店,92.3%
母婴用品,好奇,好奇儿童安全座椅升级版 2025,967.25,苏宁易购,京东自营,92.8%
母婴用品,好奇,好奇儿童安全座椅新品,4244.33,京东,淘宝店铺,99.3%
母婴用品,好奇,好奇儿童安全座椅旗舰版,4621.15,拼多多,淘宝店铺,99.1%
母婴用品,好奇,好奇儿童安全座椅青春版 2025,352.8,京东,抖音商城,98.1%
母婴用品,好奇,好奇奶瓶Pro,522.76,天猫,天猫旗舰店,91.5%
母婴用品,好奇,好奇奶瓶升级版,694.97,拼多多,拼多多旗舰店,92.8%
母婴用品,好奇,好奇奶瓶青春版 2025,3451.3,苏宁易购,快手小店,99.4%
母婴用品,好奇,好奇婴儿床Pro,4276.57,苏宁易购,天猫旗舰店,97.7%
母婴用品,好奇,好奇婴儿床升级版 2025,4506.16,淘宝,京东自营,91.8%
母婴用品,好奇,好奇婴儿床标准版,4230.31,苏宁易购,淘宝店铺,99.3%
母婴用品,好奇,好奇婴儿湿巾Pro,4086.57,苏宁易购,抖音商城,98.8%
母婴用品,好奇,好奇婴儿湿巾标准版,4617.04,淘宝,快手小店,94.7%
母婴用品,好奇,好奇婴儿湿巾青春版 2025,3783.7,拼多多,京东自营,91.1%
母婴用品,好奇,好奇婴儿车Pro,3552.25,京东,天猫旗舰店,90.3%
母婴用品,好奇,好奇婴儿车升级版,2130.5,京东,京东自营,97.6%
母婴用品,好奇,好奇婴儿车升级版 2025,721.95,天猫,天猫旗舰店,92.2%
母婴用品,好奇,好奇婴儿车限量款,216.97,苏宁易购,快手小店,93.4%
母婴用品,好奇,好奇婴幼儿奶粉Pro 2024,2653.18,苏宁易购,天猫旗舰店,99.3%
母婴用品,好奇,好奇婴幼儿奶粉升级版,1371.81,淘宝,京东自营,94.2%
母婴用品,好奇,好奇婴幼儿奶粉标准版,1606.25,天猫,淘宝店铺,98.7%
母婴用品,好奇,好奇婴幼儿奶粉经典款,425.74,天猫,快手小店,90.2%
母婴用品,好奇,好奇学步车旗舰版 2025,2970.17,淘宝,京东自营,94.6%
母婴用品,好奇,好奇学步车标准版 2024,3788.82,京东,京东自营,90.4%
母婴用品,好奇,好奇学步车标准版 2024,3341.25,京东,抖音商城,97.5%
母婴用品,好奇,好奇纸尿裤Pro 2024,4135.36,淘宝,淘宝店铺,96.8%
母婴用品,好奇,好奇纸尿裤旗舰版,3825.51,天猫,抖音商城,95.9%
母婴用品,好奇,好奇纸尿裤旗舰版 2025,3444.78,苏宁易购,淘宝店铺,90.9%
母婴用品,帮宝适,帮宝适儿童安全座椅升级版 2024,2159.81,拼多多,拼多多旗舰店,93.1%
母婴用品,帮宝适,帮宝适儿童安全座椅标准版,2788.1,淘宝,快手小店,98.5%
母婴用品,帮宝适,帮宝适儿童安全座椅标准版 2025,3378.35,苏宁易购,抖音商城,96.5%
母婴用品,帮宝适,帮宝适儿童安全座椅限量款,908.69,京东,天猫旗舰店,96.5%
母婴用品,帮宝适,帮宝适奶瓶Max 2025,536.49,京东,京东自营,94.3%
母婴用品,帮宝适,帮宝适奶瓶升级版 2024,2009.91,京东,快手小店,95.8%
母婴用品,帮宝适,帮宝适奶瓶标准版 2024,4695.2,京东,快手小店,93.6%
母婴用品,帮宝适,帮宝适婴儿床Max 2024,1580.71,拼多多,京东自营,93.7%
母婴用品,帮宝适,帮宝适婴儿床Pro 2025,2495.02,苏宁易购,淘宝店铺,95.0%
母婴用品,帮宝适,帮宝适婴儿床青春版 2025,100.12,拼多多,京东自营,97.6%
母婴用品,帮宝适,帮宝适婴儿湿巾Max,1173.32,拼多多,淘宝店铺,94.2%
母婴用品,帮宝适,帮宝适婴儿湿巾升级版,1825.82,天猫,抖音商城,92.0%
母婴用品,帮宝适,帮宝适婴儿湿巾旗舰版 2025,2972.53,拼多多,淘宝店铺,97.5%
母婴用品,帮宝适,帮宝适婴儿湿巾联名款,978.69,拼多多,快手小店,91.1%
母婴用品,帮宝适,帮宝适婴儿车Max,3145.69,京东,快手小店,91.3%
母婴用品,帮宝适,帮宝适婴儿车Max 2025,3019.99,拼多多,抖音商城,94.0%
母婴用品,帮宝适,帮宝适婴儿车Pro,3842.01,淘宝,拼多多旗舰店,91.1%
母婴用品,帮宝适,帮宝适婴幼儿奶粉Pro,2335.45,拼多多,淘宝店铺,95.1%
母婴用品,帮宝适,帮宝适婴幼儿奶粉Pro 2024,2126.95,拼多多,京东自营,95.1%
母婴用品,帮宝适,帮宝适婴幼儿奶粉旗舰版 2025,935.22,京东,天猫旗舰店,96.7%
母婴用品,帮宝适,帮宝适学步车标准版,2496.2,天猫,拼多多旗舰店,90.3%
母婴用品,帮宝适,帮宝适学步车标准版 2025,3760.28,拼多多,天猫旗舰店,97.6%
母婴用品,帮宝适,帮宝适学步车青春版 2025,1642.53,苏宁易购,京东自营,93.0%
母婴用品,帮宝适,帮宝适纸尿裤Max,2774.38,拼多多,天猫旗舰店,92.9%
母婴用品,帮宝适,帮宝适纸尿裤旗舰版 2024,2790.42,淘宝,拼多多旗舰店,90.4%
母婴用品,帮宝适,帮宝适纸尿裤标准版 2024,1426.37,淘宝,快手小店,95.9%
母婴用品,美赞臣,美赞臣儿童安全座椅Max 2024,790.24,苏宁易购,抖音商城,99.6%
母婴用品,美赞臣,美赞臣儿童安全座椅Pro,4602.2,拼多多,天猫旗舰店,94.0%
母婴用品,美赞臣,美赞臣儿童安全座椅Pro 2024,749.8,天猫,抖音商城,94.4%
母婴用品,美赞臣,美赞臣奶瓶Max,411.81,淘宝,京东自营,98.9%
母婴用品,美赞臣,美赞臣奶瓶Max 2025,2638.57,苏宁易购,快手小店,91.2%
母婴用品,美赞臣,美赞臣奶瓶青春版 2024,2266.02,京东,天猫旗舰店,93.6%
母婴用品,美赞臣,美赞臣婴儿床Pro 2024,932.08,京东,快手小店,95.6%
母婴用品,美赞臣,美赞臣婴儿床升级版,217.22,天猫,拼多多旗舰店,93.1%
母婴用品,美赞臣,美赞臣婴儿床经典款,2591.66,拼多多,天猫旗舰店,91.0%
母婴用品,美赞臣,美赞臣婴儿床青春版 2024,921.03,天猫,天猫旗舰店,91.7%
母婴用品,美赞臣,美赞臣婴儿湿巾升级版 2025,4760.15,拼多多,快手小店,90.2%
母婴用品,美赞臣,美赞臣婴儿湿巾标准版,1388.13,拼多多,天猫旗舰店,96.9%
母婴用品,美赞臣,美赞臣婴儿湿巾青春版,2375.36,京东,淘宝店铺,94.2%
母婴用品,美赞臣,美赞臣婴儿车Pro 2024,2898.0,淘宝,拼多多旗舰店,96.5%
母婴用品,美赞臣,美赞臣婴儿车升级版,121.9,苏宁易购,快手小店,97.9%
母婴用品,美赞臣,美赞臣婴儿车青春版 2025,3487.26,拼多多,拼多多旗舰店,98.3%
母婴用品,美赞臣,美赞臣婴幼儿奶粉Max 2024,2332.71,淘宝,天猫旗舰店,90.4%
母婴用品,美赞臣,美赞臣婴幼儿奶粉旗舰版 2025,3527.2,天猫,天猫旗舰店,95.6%
母婴用品,美赞臣,美赞臣婴幼儿奶粉标准版 2025,4726.32,京东,京东自营,96.7%
母婴用品,美赞臣,美赞臣学步车Pro 2024,2285.71,天猫,快手小店,91.6%
母婴用品,美赞臣,美赞臣学步车Pro 2025,670.06,天猫,淘宝店铺,97.8%
母婴用品,美赞臣,美赞臣学步车升级版 2024,1866.68,京东,天猫旗舰店,92.9%
母婴用品,美赞臣,美赞臣纸尿裤Pro,2703.15,苏宁易购,快手小店,96.4%
母婴用品,美赞臣,美赞臣纸尿裤升级版 2025,3806.54,淘宝,抖音商城,93.2%
母婴用品,美赞臣,美赞臣纸尿裤旗舰版 2024,1394.12,淘宝,拼多多旗舰店,90.6%
母婴用品,贝亲,贝亲儿童安全座椅Max 2024,3589.6,京东,天猫旗舰店,98.7%
母婴用品,贝亲,贝亲儿童安全座椅Pro,4117.29,拼多多,快手小店,99.3%
母婴用品,贝亲,贝亲儿童安全座椅旗舰版 2024,2537.09,苏宁易购,快手小店,93.5%
母婴用品,贝亲,贝亲奶瓶Pro 2025,3290.61,天猫,天猫旗舰店,90.9%
母婴用品,贝亲,贝亲奶瓶标准版,1577.44,京东,拼多多旗舰店,92.9%
母婴用品,贝亲,贝亲奶瓶标准版 2025,3674.85,苏宁易购,快手小店,99.2%
母婴用品,贝亲,贝亲婴儿床Max 2024,1512.53,天猫,淘宝店铺,99.3%
母婴用品,贝亲,贝亲婴儿床升级版,4579.55,拼多多,京东自营,96.3%
母婴用品,贝亲,贝亲婴儿床标准版 2025,4335.49,拼多多,京东自营,98.5%
母婴用品,贝亲,贝亲婴儿湿巾旗舰版,4677.34,京东,天猫旗舰店,92.2%
母婴用品,贝亲,贝亲婴儿湿巾标准版 2024,1654.15,拼多多,快手小店,95.8%
母婴用品,贝亲,贝亲婴儿湿巾青春版 2025,1267.77,天猫,抖音商城,98.8%
母婴用品,贝亲,贝亲婴儿车Max 2024,3416.82,天猫,淘宝店铺,99.5%
母婴用品,贝亲,贝亲婴儿车Max 2025,1880.65,淘宝,抖音商城,99.4%
母婴用品,贝亲,贝亲婴儿车升级版 2024,2203.66,苏宁易购,京东自营,92.5%
母婴用品,贝亲,贝亲婴幼儿奶粉Pro,3173.4,淘宝,淘宝店铺,98.4%
母婴用品,贝亲,贝亲婴幼儿奶粉旗舰版,1290.9,拼多多,天猫旗舰店,96.0%
母婴用品,贝亲,贝亲婴幼儿奶粉标准版,969.09,淘宝,拼多多旗舰店,92.4%
母婴用品,贝亲,贝亲学步车Max 2025,1845.92,苏宁易购,京东自营,93.1%
母婴用品,贝亲,贝亲学步车旗舰版 2025,3996.32,天猫,淘宝店铺,90.5%
母婴用品,贝亲,贝亲学步车青春版 2024,1554.32,淘宝,快手小店,99.5%
母婴用品,贝亲,贝亲纸尿裤Max 2025,4955.58,京东,天猫旗舰店,94.2%
母婴用品,贝亲,贝亲纸尿裤升级版 2024,692.38,淘宝,快手小店,92.6%
母婴用品,贝亲,贝亲纸尿裤青春版,3225.09,拼多多,京东自营,90.4%
母婴用品,雀巢,雀巢儿童安全座椅旗舰版 2025,2386.02,京东,淘宝店铺,96.9%
母婴用品,雀巢,雀巢儿童安全座椅青春版 2025,1816.09,拼多多,淘宝店铺,94.8%
母婴用品,雀巢,雀巢儿童安全座椅青春版 2025,2880.84,天猫,抖音商城,98.4%
母婴用品,雀巢,雀巢奶瓶Max,2457.95,苏宁易购,京东自营,96.0%
母婴用品,雀巢,雀巢奶瓶旗舰版 2024,1994.62,拼多多,淘宝店铺,97.1%
母婴用品,雀巢,雀巢奶瓶标准版 2025,4248.21,京东,抖音商城,96.7%
母婴用品,雀巢,雀巢奶瓶联名款,965.31,淘宝,抖音商城,99.8%
母婴用品,雀巢,雀巢婴儿床升级版 2024,1508.94,拼多多,京东自营,96.3%
母婴用品,雀巢,雀巢婴儿床旗舰版,153.84,拼多多,京东自营,97.6%
母婴用品,雀巢,雀巢婴儿床旗舰版 2025,4463.83,拼多多,快手小店,94.1%
母婴用品,雀巢,雀巢婴儿床联名款,4008.24,苏宁易购,拼多多旗舰店,91.3%
母婴用品,雀巢,雀巢婴儿湿巾Max 2024,72.8,淘宝,拼多多旗舰店,93.4%
母婴用品,雀巢,雀巢婴儿湿巾Pro,4029.89,拼多多,快手小店,99.6%
母婴用品,雀巢,雀巢婴儿湿巾青春版,1087.67,拼多多,拼多多旗舰店,98.8%
母婴用品,雀巢,雀巢婴儿车Max,4178.7,天猫,天猫旗舰店,95.9%
母婴用品,雀巢,雀巢婴儿车Pro 2024,4941.06,淘宝,京东自营,95.2%
母婴用品,雀巢,雀巢婴儿车限量款,2020.23,苏宁易购,淘宝店铺,95.2%
母婴用品,雀巢,雀巢婴儿车青春版 2024,453.09,淘宝,拼多多旗舰店,94.1%
母婴用品,雀巢,雀巢婴幼儿奶粉Pro 2025,3530.09,淘宝,抖音商城,94.7%
母婴用品,雀巢,雀巢婴幼儿奶粉旗舰版,3999.49,拼多多,淘宝店铺,97.2%
母婴用品,雀巢,雀巢婴幼儿奶粉旗舰版,3660.69,天猫,快手小店,98.9%
母婴用品,雀巢,雀巢学步车Pro 2024,2801.13,京东,京东自营,94.6%
母婴用品,雀巢,雀巢学步车升级版 2024,1455.55,淘宝,抖音商城,94.9%
母婴用品,雀巢,雀巢学步车升级版 2025,2316.59,天猫,天猫旗舰店,95.6%
母婴用品,雀巢,雀巢纸尿裤Pro,1639.59,天猫,抖音商城,96.0%
母婴用品,雀巢,雀巢纸尿裤青春版,1548.41,天猫,拼多多旗舰店,94.0%
母婴用品,雀巢,雀巢纸尿裤青春版,3908.26,天猫,京东自营,97.6%
母婴用品,飞鹤,飞鹤儿童安全座椅升级版 2024,1265.64,拼多多,京东自营,96.1%
母婴用品,飞鹤,飞鹤儿童安全座椅升级版 2025,4219.94,拼多多,天猫旗舰店,99.0%
母婴用品,飞鹤,飞鹤儿童安全座椅升级版 2025,4613.37,淘宝,淘宝店铺,90.5%
母婴用品,飞鹤,飞鹤奶瓶Max 2024,4059.06,拼多多,淘宝店铺,99.7%
母婴用品,飞鹤,飞鹤奶瓶标准版 2024,3060.18,京东,京东自营,98.3%
母婴用品,飞鹤,飞鹤奶瓶标准版 2024,2979.15,京东,天猫旗舰店,96.1%
母婴用品,飞鹤,飞鹤婴儿床Max,2793.3,苏宁易购,京东自营,91.9%
母婴用品,飞鹤,飞鹤婴儿床Max 2025,3300.06,天猫,京东自营,92.7%
母婴用品,飞鹤,飞鹤婴儿床青春版 2024,4314.44,苏宁易购,天猫旗舰店,99.8%
母婴用品,飞鹤,飞鹤婴儿湿巾升级版 2025,1856.83,天猫,抖音商城,91.6%
母婴用品,飞鹤,飞鹤婴儿湿巾标准版 2025,2884.35,天猫,京东自营,91.4%
母婴用品,飞鹤,飞鹤婴儿湿巾青春版,1685.16,天猫,拼多多旗舰店,91.2%
母婴用品,飞鹤,飞鹤婴儿车升级版,4398.7,京东,天猫旗舰店,90.8%
母婴用品,飞鹤,飞鹤婴儿车标准版,510.54,苏宁易购,拼多多旗舰店,98.4%
母婴用品,飞鹤,飞鹤婴儿车标准版 2025,3262.31,拼多多,快手小店,98.8%
母婴用品,飞鹤,飞鹤婴幼儿奶粉标准版,4037.03,拼多多,快手小店,96.6%
母婴用品,飞鹤,飞鹤婴幼儿奶粉标准版 2024,291.54,京东,拼多多旗舰店,97.8%
母婴用品,飞鹤,飞鹤婴幼儿奶粉青春版 2025,1546.65,拼多多,京东自营,95.3%
母婴用品,飞鹤,飞鹤学步车Max 2024,1205.16,京东,抖音商城,91.7%
母婴用品,飞鹤,飞鹤学步车Max 2025,644.81,淘宝,抖音商城,91.4%
